name,url,telephone,type1,type2,geo_longitude,geo_latitude,addressLocality,addressRegion,addressCountry,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7
Black Abbey,https://visitkilkenny.ie/five-brilliant-free-things-to-do-in-kilkenny/,,LocalBusiness,TouristAttraction,-7.2576384,52.6537819,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,None
Kilkenny Castle,http://kilkennycastle.ie,353567704100,LocalBusiness,TouristAttraction,-7.2492979,52.6504624,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Castle,Attraction,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink
Cork Historic Doughnut Tour,https://www.undergrounddonuttour.com/cork-historic-doughnut-tour,1800851881,LocalBusiness,FoodEstablishment,-8.4724387,51.8974272,Cork City,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour,None,None
The Tankard Bar and Seafood Restaurant,https://www.thetankard.ie/,353667136164,LocalBusiness,BarOrPub,-9.8236145,52.2773583,Fenit,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,Seafood,None,None,None
Whiddy Island View,,,LocalBusiness,TouristAttraction,-9.582211,51.7131275,Glengarriff,Cork,Republic of Ireland,Activity,Island,Attraction,Offshore Island,Natural Landscape,None,None,None
Blue Pool,,,LocalBusiness,TouristAttraction,-9.5489466,51.7474502,Glengarriff,Cork,Republic of Ireland,Activity,Natural Landscape,Attraction,None,None,None,None,None
Florence & Milly,https://florenceandmilly.com/,35345954433,LocalBusiness,Store,-6.661827,53.2465019,Sallins,Kildare,Republic of Ireland,Activity,Craft,Shopping,Learning,Activity Operator,Cafe,Food and Drink,None
Clonfert Pet Farm,https://www.clonfertpetfarm.com/,35316016314,LocalBusiness,TouristAttraction,-6.6745734,53.3618657,Maynooth,Kildare,Republic of Ireland,Activity,Visitor Farm,Attraction,Cafe,Food and Drink,None,None,None
The Hungry Monk,https://www.thehungrymonk.ie/,35312010710,LocalBusiness,FoodEstablishment,-6.062967,53.144579,Greystones,Wicklow,Republic of Ireland,Activity,Food and Drink,Restaurant,Seafood,Vegetarian,None,None,None
Blarney Castle and Gardens,https://blarneycastle.ie/?utm_source=discoverireland_ie&utm_medium=referral&utm_campaign=failteireland&utm_content=visit_website_button,353214385252,LocalBusiness,TouristAttraction,-8.5707144,51.9291159,Blarney,Cork,Republic of Ireland,Activity,Castle,Attraction,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink
Galway Atlantaquaria,https://www.nationalaquarium.ie/?utm_source=discoverireland_ie&utm_medium=referral&utm_campaign=failteireland&utm_content=visit_website_button,35391585100,LocalBusiness,TouristAttraction,-9.0740085,53.2599183,Bthar na Tr (Salthill),Galway,Republic of Ireland,Activity,Attraction,Zoos and Aquarium,None,None,None,None,None
Lodge Park Walled Garden,https://www.steam-museum.ie/#lodgepark,353830168338,LocalBusiness,TouristAttraction,-6.5979451,53.3122459,Straffan,Kildare,Republic of Ireland,Activity,Gardening,Nature and Wildlife,Gardens,Attraction,Garden,Cafe,Food and Drink
Irish Film Institute,https://ifi.ie/,35316795744,LocalBusiness,Not Available,-6.2649033,53.3446347,Dublin City,Dublin,Republic of Ireland,Activity,None,None,None,None,None,None,None
O'Connell Bridge,,,LocalBusiness,TouristAttraction,-6.2592521,53.3472601,Dublin City,Dublin,Republic of Ireland,Activity,Attraction,Public Sculpture,None,None,None,None,None
Adare Heritage Centre,https://www.adareheritagecentre.ie/,35361396666,LocalBusiness,Store,-8.7898313,52.5647887,Adare,Limerick,Republic of Ireland,Activity,Restaurant,Craft,Shopping,Shopping Centres and Department Store,Tracing Your Ancestors,Attraction,Museums and Attraction
CaToCa Fine Food at Portumna Castle Tea Rooms,https://www.catocafinefood.com/cafe-locations/portumna-castle,353909741667,LocalBusiness,CafeOrCoffeeShop,-8.2193138,53.0868183,Portumna,Galway,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Cafe,Local Produce,Restaurant,Vegan,Vegetarian
The Kildare Maze,https://thekildaremaze.com/,353894964899,LocalBusiness,SportsActivityLocation,-6.7646972,53.3063634,Naas,Kildare,Republic of Ireland,Activity,Zip Lining,Activity Operator,Adventure Park,Cafe,Food and Drink,None,None
Dublin Cookery School,https://www.dublincookeryschool.ie/,35312100555,LocalBusiness,TravelAgency,-6.1786533,53.2970636,Blackrock,Dublin,Republic of Ireland,Activity,Food and Drink,Cooking,Cookery,Learning,Activity Operator,None,None
CaToCa Fine Food and Giftware,https://www.catocafinefood.com/cafe-locations/emo-court,353578633964,LocalBusiness,CafeOrCoffeeShop,-7.198147,53.107397,Emo,Laois,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Pid 'S's Pub,http://paidiose.com/paidi-o-ses-pub,353669159765,LocalBusiness,BarOrPub,-10.3801472,52.1274668,Ceann Tr (Ventry),Kerry,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Roe & Co Whiskey Distillery,https://www.roeandcowhiskey.com/,35316435999,LocalBusiness,FoodEstablishment,-6.2855277,53.3437173,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Attraction,Museums and Attraction,Tour,None,None
Vintage Tea Trips,https://www.vintageteatrips.ie,35312551777,LocalBusiness,FoodEstablishment,-6.2657111,53.3451729,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour,None,None
Dublin Coastal Tours,https://www.viator.com/en-NZ/tours/Dublin/Walking-Tour-and-Railway-Ride-of-Scenic-Coastal-Dublin/d503-411838P1,353896030007,LocalBusiness,TravelAgency,-6.1339308,53.2947472,Dn Laoghaire,Dublin,Republic of Ireland,Activity,Activity Operator,Tour,Walking,None,None,None,None
10 Fleet Street Restaurant & Bar at The Morgan Hotel,https://www.themorgan.com/en/menus-10-fleet-street-restaurant-dublin/,35316437000,LocalBusiness,FoodEstablishment,-6.2612322100822,53.3457958187091,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Burren Yoga Retreat,https://www.burrenyoga.com/,35391637680,BedAndBreakfast,LocalBusiness,-8.9532476,53.0872872,Kinvara,Galway,Republic of Ireland,Accommodation,B&B,Welcome Standard,Activity Holiday Accommodation,Activity,Activity Operator,Fitness and Leisure,Venue
37 Dawson Street,https://37dawsonstreet.ie/,35319022908,LocalBusiness,BarOrPub,-6.258755,53.34054,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Mercantile Bar & Bistro at Manor West Hotel,https://www.manorwesthotel.ie/food-drink/barandbistro/,353667194500,LocalBusiness,BarOrPub,-9.6763687,52.2640546,Tralee,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Kenmare Foodie Tours,http://kenmarefoodies.com/kenmare-foodie-tours,353876401531,LocalBusiness,FoodEstablishment,-9.5835203,51.8801017,Kenmare,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Local Produce,Food Trails and Tour,Tour,None
The Spa at The Kingsley Hotel,https://www.thekingsley.ie/luxury-spa-hotel-cork,353214800570,LocalBusiness,HealthClub,-8.5085427,51.8935944,Cork City,Cork,Republic of Ireland,Activity,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,None,None
Greens & Co.,https://facebook.com/greensandco.galway/,35391456617,LocalBusiness,FoodEstablishment,-9.05897562392522,53.2703776015252,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Vegan,Vegetarian,None,None,None
Michael Flannerys Bar,https://www.flannerysbar.ie/,35361436677,LocalBusiness,BarOrPub,-8.62343,52.663168,Limerick City,Limerick,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Ionad Cultrtha an Phiarsaigh Conamara - Pearse Cottage,https://heritageireland.ie/places-to-visit/ionad-culturtha-an-phiarsaigh-connemara-pearse-cottage/,35391574292,LocalBusiness,TouristAttraction,-9.6185362,53.3880783,Ros Muc (Rosmuck),Galway,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour,None
Maggie Mays Bar and Restaurant,https://www.facebook.com/p/Maggie-Mays-Bar-Restaurant-100063568033751/,35391847880,LocalBusiness,FoodEstablishment,-8.5636272,53.1994705,Loughrea,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian
Ballybunion Golf Club,https://www.ballybuniongolfclub.com/,3536827146,LocalBusiness,SportsActivityLocation,-9.6761365,52.4952417,Ballybunion,Kerry,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Marconi Restaurant at Foyle's Hotel,https://www.foyleshotel.com/marconi-restaurant.html,3539521801,LocalBusiness,FoodEstablishment,-10.0226976,53.4885802,Clifden,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Deerpark Pitch & Putt Club,http://www.deerparkpitchandputt.com/#/,353877823138,LocalBusiness,SportsActivityLocation,-9.5044083,52.066112,Killarney,Kerry,Republic of Ireland,Activity,Pitch And Putt,General,Pitch and Putt,Activity Operator,None,None,None
Bovinity,https://bovinity.ie/,35315386533,LocalBusiness,BarOrPub,-6.268981,53.3486916,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,Local Produce,Vegan,Vegetarian,None
Martine's Restaurant and Wine Bar,http://martines.ie/,35391565662,LocalBusiness,FoodEstablishment,-9.0542098,53.2708802,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Seafood,None,None,None,None
Keoghs Bar,https://www.keoghsballyconneely.com/,3539523522,LocalBusiness,BarOrPub,-10.0755435,53.4311265,Ballyconneely,Galway,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Kilmacthomas Farmers Market,https://www.iomst.ie/market/kilmacthomas-farmers-market/,353861073074,LocalBusiness,FoodEstablishment,-7.424299,52.206019,Kilmacthomas,Waterford,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops,None,None
The Stag's Head,https://stagshead.ie/,35316793687,LocalBusiness,BarOrPub,-6.263538,53.343813,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
The Portobello Bar & Restaurant,https://theportobellobar.com/,35314752715,LocalBusiness,BarOrPub,-6.2639316,53.3303883,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Caf Topolis,https://www.cafetopolis.com/,35316704961,LocalBusiness,FoodEstablishment,-6.2674117,53.3443315,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The Temple Bar,https://thetemplebarpub.com/,35316754340,LocalBusiness,BarOrPub,-6.264189,53.345475,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Buskers Bar,https://www.buskersbar.com/,35316129246,LocalBusiness,BarOrPub,-6.2603428,53.3458589,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Farmleigh House and Estate,https://heritageireland.ie/places-to-visit/farmleigh-house-and-estate/,35318155914,LocalBusiness,TouristAttraction,-6.359981,53.365152,Castleknock,Dublin,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,None,None,None,None,None
Griann of Aileach,http://www.megalithicireland.com/Grianan%20of%20Aileach.html,353749362600,LocalBusiness,TouristAttraction,-7.4278059,55.0238099,Burt,Donegal,Republic of Ireland,Activity,Ruins,Attraction,Historic Houses and Castle,None,None,None,None
Siopa na bhFodir,https://lisbethmulcahy.com/,353669151688,LocalBusiness,Store,-10.2710321,52.1408531,Daingean U Chis (Dingle),Kerry,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None
Murty Rabbitt's,https://www.facebook.com/Murty-Rabbitts-170087023085549/?rf=192316184117671,35391566490,LocalBusiness,BarOrPub,-9.0470334,53.2748471,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Cassidys,https://www.facebook.com/people/Cassidys-Pub-Camden-Street/100057877890684/,35314756540,LocalBusiness,BarOrPub,-6.2648928,53.3340228,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Pizza & Pasta Napoli,https://www.facebook.com/PizzaPastaNapoli,35391532806,LocalBusiness,FoodEstablishment,-9.0541613,53.2714714,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Lime Tree Theatre,http://www.limetreetheatre.ie,35361953400,LocalBusiness,Not Available,-8.6399509766602,52.6527773084622,Limerick City,Limerick,Republic of Ireland,Activity,Venue,Music,None,None,None,None,None
The Seamus Ennis Arts Centre,https://www.tseac.ie/,35318020898,LocalBusiness,Not Available,-6.2896923,53.5861164,Naul,Dublin,Republic of Ireland,Activity,None,None,None,None,None,None,None
The Battle of Aughrim Visitor Centre,https://heritage.galwaycommunityheritage.org/content/category/places/battle-of-aughrim-visitor-centre,353909673779,LocalBusiness,Museum,-8.318517,53.302695,Aughrim,Galway,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Attraction,Museums and Attraction,None,None,None,None
Roundstone Music and Crafts,http://www.bodhran.com,3539535875,LocalBusiness,Store,-9.916942,53.392004,Cloch na Rn (Roundstone),Galway,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops,None
Stir Restaurant at Clayton Hotel Cardiff Lane,https://www.claytonhotelcardifflane.com/restaurants-bars/stir-restaurant/,35316439500,LocalBusiness,FoodEstablishment,-6.24113,53.345259,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Dunlewey Kayaking,https://dunleweykayaking.ie/,353863066825,LocalBusiness,SportsActivityLocation,-8.1482161,55.0202263,Dun Luiche (Dunlewy),Donegal,Republic of Ireland,Activity,Kayaking,Activity Operator,None,None,None,None,None
The Cedar Tree,https://www.facebook.com/cedartreedublin/,35316772121,LocalBusiness,FoodEstablishment,-6.26209,53.343245,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The International Bar,https://www.facebook.com/internationalbardublin/,35316779250,LocalBusiness,BarOrPub,-6.26172890091755,53.3431026030091,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Chili Club,https://www.chiliclub.ie/#eat-together,35316773721,LocalBusiness,FoodEstablishment,-6.2596455,53.3408739,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Shanahan's On The Green,https://shanahans.ie/,35314070939,LocalBusiness,FoodEstablishment,-6.262309,53.338397,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The Boxty House,https://www.boxtyhouse.ie/,35316772762,LocalBusiness,FoodEstablishment,-6.262216,53.345719,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Cloncannon Biofarm,http://cloncannonbiofarm.com/,353879227957,LocalBusiness,TouristAttraction,-7.9439124,52.8470096,Roscrea,Tipperary,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Agriculture,Nature and Wildlife,Visitor Farm,Attraction,Local Produce,Food and Drink
Burren Experience Guided Walks,http://www.mullaghmore-burren.com,353868219441,LocalBusiness,SportsActivityLocation,-9.06270125396725,52.9449204899725,Corofin,Clare,Republic of Ireland,Activity,Learning,Walking,Activity Operator,National Park,Attraction,National and Forest Park,Tour
Woodville House and Walled Garden,http://www.woodvillewalledgarden.com,353879069191,LocalBusiness,SportsActivityLocation,-8.670777,53.18468,Kilchreest,Galway,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Walking,Gardens,Attraction,Garden,Museums and Attraction,None
Lemon Tree Restaurant,https://www.thelemontreerestaurant.com/menus.html#/,353749125788,LocalBusiness,FoodEstablishment,-7.7370402,54.9485502,Letterkenny,Donegal,Republic of Ireland,Activity,Food and Drink,Restaurant,Local Produce,Seafood,None,None,None
Teach Bn Nua Artist Gallery,https://teachban-artgallery.com/,353894506085,LocalBusiness,Store,-8.4948029,54.32611,Drumcliffe,Sligo,Republic of Ireland,Activity,Craft,Shopping,Art Gallery,Attraction,None,None,None
Maggie's Tavern,https://maggies.ie/,353749148318,LocalBusiness,BarOrPub,-7.4653075,54.8946501,Lifford,Donegal,Republic of Ireland,Activity,Food and Drink,Venue,Music,Pubs and Bar,Vegetarian,Restaurant,None
WILD.,https://www.wildfullstop.com/,353876151931,LocalBusiness,SportsActivityLocation,-9.949659,53.554087,Letterfrack,Galway,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
Old Head of Kinsale,,,LocalBusiness,SportsActivityLocation,-8.5426046,51.6203603,Kinsale,Cork,Republic of Ireland,Activity,Climbing,Activity Operator,Golf,Walking,Attraction,Museums and Attraction,Natural Landscape
Bernard Kavanagh Coaches,http://www.bkavcoaches.com/,3530568831189,LocalBusiness,Not Available,-7.586953,52.719087,Urlingford,Kilkenny,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
Achill Island Distillery,https://irishamericanwhiskeys.com/,3539847898,LocalBusiness,FoodEstablishment,-9.9827429,53.9706277,Acaill (Achill Island),Mayo,Republic of Ireland,Activity,Food and Drink,Restaurant,Learning,Attraction,Museums and Attraction,Tour,None
The Green Room Surf School and Shop,http://www.thegreenroom.ie,353861422988,LocalBusiness,SportsActivityLocation,-9.347012,52.932733,Lahinch,Clare,Republic of Ireland,Activity,Surfing,Activity Operator,Food Shops,Shopping,None,None,None
The Old Barracks,https://www.theoldbarracks.net/,353664010430,LocalBusiness,TouristAttraction,-10.2241422,51.9495651,Cahersiveen,Kerry,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,Museums and Attraction,None,None,None,None
The Skeff Bar & Kitchen,https://www.theskeff.ie/,35391563173,LocalBusiness,BarOrPub,-9.0500584,53.2741131,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
DiVino Italian Restaurant Skerries,https://divinoskerries.ie/,35318490717,LocalBusiness,FoodEstablishment,-6.1069343,53.5780482,Skerries,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The Westport Bike Shop,https://westportbikeshop.ie/,3539824966,LocalBusiness,SportsActivityLocation,-9.5191451,53.8022788,Westport,Mayo,Republic of Ireland,Activity,Cycling,Activity Operator,Bike Rental,None,None,None,None
O'Neill's Pub & Kitchen,http://www.oneillspubdublin.com/,35316793656,LocalBusiness,BarOrPub,-6.2607613,53.3439052,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Doheny & Nesbitt,https://dohenyandnesbitts.ie/,35316762945,LocalBusiness,BarOrPub,-6.252831,53.33805,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
The Shed Distillery Experience,https://www.thesheddistillery.com/?utm_source=discoverireland_ie&utm_medium=referral&utm_campaign=failteireland&utm_content=visit_website_button,353719317000,LocalBusiness,FoodEstablishment,-8.0435956,54.047118,Drumshanbo,Leitrim,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Restaurant,Attraction,Museums and Attraction,Cafe,Food Shops
Blackstairs Eco Trails,https://www.blackstairsecotrails.ie/,353872707189,LocalBusiness,FoodEstablishment,-6.8551685,52.6132008,Borris,Carlow,Republic of Ireland,Activity,Food and Drink,Restaurant,Learning,Walking,Activity Operator,Local Produce,Tour
DK Connemara Oysters Farm Tour,https://dkconnemaraoysters.com/,353879186997,LocalBusiness,FoodEstablishment,-9.984624,53.556917,Letterfrack,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Learning,Activity Operator,Seafood,Food Trails and Tour,Tour
McGettigans Cookhouse & Bar at The Address Connolly,https://www.mcgettiganscookhouse.ie/dublin/,35318559638,LocalBusiness,FoodEstablishment,-6.2501044,53.3516889,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Johnnie Fox's Pub and Restaurant,https://www.johnniefoxs.com/,35312955647,LocalBusiness,BarOrPub,-6.219301,53.221711,Kilternan,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Marco Pierre White Steakhouse & Grill,https://marcopierrewhite.ie/dawson/,35316771155,LocalBusiness,FoodEstablishment,-6.258479,53.341601,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Kildare Town Heritage Centre,https://kildareheritage.com/,35345530672,LocalBusiness,TravelAgency,-6.910448,53.15704,Kildare Town,Kildare,Republic of Ireland,Activity,Learning,Activity Operator,Shopping,Tour,None,None,None
Joel's Restaurant at the Louis Fitzgerald Hotel,https://www.joels.ie/,35314033336,LocalBusiness,FoodEstablishment,-6.3843994,53.3147861,Clondalkin,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Clare Island Whiskey,https://clareislandwhiskey.ie/,353874108706,LocalBusiness,TravelAgency,-9.9037198,53.7614596,Clare Island,Mayo,Republic of Ireland,Activity,Food and Drink,Activity Operator,Venue,Music,Local Produce,Restaurant,Tour
Fahrenheit Restaurant at the Clontarf Castle Hotel,https://www.clontarfcastle.ie/dining/fahrenheit-restaurant/,35318534363,LocalBusiness,FoodEstablishment,-6.2070192,53.364764,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Redmond Restaurant - Woodenbridge Hotel,https://www.woodenbridgehotel.com/eat-drink/,35340235146,LocalBusiness,FoodEstablishment,-6.2349607,52.8322115,Vale Of Avoca,Wicklow,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Eatokyo Japanese Noodle & Sushi Bar Temple Bar,https://eatokyo.ie/eatokyo-temple-bar/,35315348576,LocalBusiness,FoodEstablishment,-6.2626034,53.3460087,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Flanagans Bar & Restaurant,https://www.flanagansrestaurant.ie/,35318731388,LocalBusiness,BarOrPub,-6.2609278,53.3503301,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Wild & Native,https://www.wildandnative.ie/,353539132668,LocalBusiness,FoodEstablishment,-6.3871869,52.2737336,Rosslare,Wexford,Republic of Ireland,Activity,Food and Drink,Restaurant,Seafood,Vegetarian,None,None,None
Pizza Pop Up at Fifty4 Skerries,https://fifty4restaurant.com/,35318492724,LocalBusiness,FoodEstablishment,-6.1056043,53.5777221,Skerries,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Foley's Bar,https://www.foleys.ie/,35316610115,LocalBusiness,BarOrPub,-6.2537644,53.3383196,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
"Gilbert & Wright, Malahide",https://gilbertandwright.ie/,35318456580,LocalBusiness,BarOrPub,-6.1535605,53.4517004,Malahide,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
The Gallery Bar at Lough Eske Castle Hotel,https://www.lougheskecastlehotel.com/donegal-restaurant-dining/gallery-bar,353749725100,LocalBusiness,BarOrPub,-8.0660463,54.6883436,Donegal Town,Donegal,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,Seafood,Restaurant,None,None,None
The Sandwich Stall at the English Market,https://toonsbridgedairy.com/pages/sandwich-stall,3532641471,LocalBusiness,FoodEstablishment,-8.4744954,51.8975762,Cork City,Cork,Republic of Ireland,Activity,Food and Drink,Artisan,Restaurant,Local Produce,None,None,None
An Griann Theatre,https://www.angrianan.com/,353749120777,LocalBusiness,ComedyClub,-7.7312369,54.9531517,Letterkenny,Donegal,Republic of Ireland,Activity,Venue,Comedy,Music,Food and Drink,Pubs and Bar,Cafe,None
The Wild West Play Village,https://thewildwest.ie/,3539824634,LocalBusiness,TravelAgency,-9.5111289,53.7970139,Westport,Mayo,Republic of Ireland,Activity,Activity Operator,Adventure Park,Cafe,Food and Drink,None,None,None
The Pantry & Corkscrew Restaurant,https://www.thepantryandcorkscrew.com/,3539826977,LocalBusiness,FoodEstablishment,-9.5252896,53.7989682,Westport,Mayo,Republic of Ireland,Activity,Food and Drink,Restaurant,Local Produce,Seafood,None,None,None
The Traveller's Inn,https://www.facebook.com/TravellersInnMilford/,353749163499,LocalBusiness,BarOrPub,-7.69907525084477,55.0893437469809,Milford,Donegal,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
China Garden Restaurant,http://www.chinagarden.ie/,353469022621,LocalBusiness,FoodEstablishment,-6.6885093,53.651971,Navan,Meath,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The Termon Complex,https://termoncomplex.com/,353719861111,LocalBusiness,TravelAgency,-7.8320813,54.5481109,Pettigo,Donegal,Republic of Ireland,Activity,Activity Operator,Fitness and Leisure,Venue,Public Park,Nature and Wildlife,Cafe,Food and Drink
Listoke Distillery & Gin School,https://listokedistillery.ie/,353412145044,LocalBusiness,Distillery,-6.4210472,53.7925624,Drogheda,Louth,Republic of Ireland,Activity,Food and Drink,Learning,Attraction,Museums and Attraction,Local Produce,Restaurant,Activity Operator
Gourmet Greenway Food Trail - Mulranny Park Hotel,http://www.mulrannyparkhotel.ie,35309836000,LocalBusiness,FoodEstablishment,-9.75621344381341,53.906438313118,Mulranny,Mayo,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour,None,None
Inch Wildfowl Reserve,https://inchwildfowlreserve.ie/,,LocalBusiness,SportsActivityLocation,-7.44406358050935,55.0516012404331,Buncrana,Donegal,Republic of Ireland,Activity,Bird Watching,Nature and Wildlife,Walking,Natural Landscape,Attraction,None,None
The Douglas Hyde Gallery of Contemporary Art,https://thedouglashyde.ie/,35318961116,LocalBusiness,TouristAttraction,-6.2577013,53.3432805,Dublin City,Dublin,Republic of Ireland,Activity,Art Gallery,Attraction,None,None,None,None,None
Blackstairs Mountain,https://www.activeme.ie/guides/blackstairs-mountain-loop-walk/,,LocalBusiness,SportsActivityLocation,-6.78,52.59,Enniscorthy,Wexford,Republic of Ireland,Activity,Walking,Activity Operator,None,None,None,None,None
Waterville Beach,,,LocalBusiness,SportsActivityLocation,-10.1726633,51.8262565,An Coiren (Waterville),Kerry,Republic of Ireland,Activity,Bird Watching,Nature and Wildlife,Walking,Attraction,Beach,None,None
Ramelton Country Market,https://www.facebook.com/pages/category/Fruit---Vegetable-Store/Ramelton-Country-Markets-Ltd-282429497380/,353879699715,LocalBusiness,FoodEstablishment,-7.642384,55.038571,Ramelton,Donegal,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops,None,None
Avoca Kilmacanoge,https://www.avoca.com/en/stores-and-cafes/kilmacanoge,35312746900,LocalBusiness,Store,-6.1422796,53.173152,Bray,Wicklow,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Gardens,Attraction,Garden,Cafe
Tralee Farmers Market,https://www.facebook.com/TraleeFarmersMarket,353876628016,LocalBusiness,FoodEstablishment,-9.7101622,52.2664963,Tralee,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops,None,None
